31	33	31	33	31	33	31	33	31	33	31	33	31	33	31	33	31	33	31	33	31	33	90	92	93	33	90	93	31	33	31	33	31	33	31	33	31	33	31	33	31	33
30	32	30	32	30	32	30	212	30	32	30	32	30	32	30	32	212	212	212	212	212	212	30	330	338	338	331	32	212	32	30	32	30	32	30	32	30	32	30	32	30	32
31	33	210	30	210	30	210	212	31	33	31	33	31	33	31	33	210	212	210	212	210	212	31	332	339	339	333	33	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	32	123	124	124	125	30	32	30	32	30	32	212	212	30	332	339	339	333	32	212	32	30	32	30	32	30	32	30	32	30	32	30	32
31	33	210	30	210	30	210	212	31	150	123	124	124	125	31	33	31	33	31	33	210	212	31	341	336	339	333	33	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	150	32	126	127	127	128	30	32	30	32	30	32	212	212	30	32	332	339	333	32	212	32	30	32	30	32	30	32	30	32	30	32	30	32
31	33	210	30	210	30	210	212	90	91	92	91	92	91	92	93	31	33	31	33	210	212	31	33	332	339	333	33	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	123	124	125	60	60	60	60	60	60	30	32	212	212	30	32	341	340	342	32	212	32	30	32	30	32	30	32	30	32	30	32	30	32
31	33	210	30	210	30	210	212	150	123	124	125	60	60	60	60	60	60	31	33	210	212	90	93	31	90	92	93	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	123	124	125	60	60	60	60	60	60	30	32	212	212	30	32	30	32	30	32	212	32	30	32	30	32	30	32	30	32	30	32	30	32
31	33	210	30	210	30	210	212	150	123	124	125	60	60	60	60	60	60	31	33	210	212	31	33	330	338	331	33	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	123	124	125	60	60	60	60	60	60	30	32	212	212	30	32	332	339	333	32	212	32	30	32	30	32	30	32	30	32	30	32	30	32
31	33	210	30	210	30	210	212	150	123	124	125	31	33	31	33	31	33	31	33	210	212	31	33	332	339	333	33	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	123	124	125	30	32	30	32	30	32	30	32	30	32	30	330	335	339	333	32	212	32	30	32	30	32	30	32	30	32	30	32	30	32
31	33	210	30	210	30	210	212	31	123	124	125	212	212	212	212	212	212	212	33	31	33	31	332	339	339	333	33	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	123	124	125	210	30	210	30	210	30	210	212	210	212	150	341	340	340	342	32	212	32	30	32	30	32	30	32	30	32	30	32	30	32
31	33	210	30	210	30	210	212	31	123	124	125	30	32	30	32	30	32	30	32	30	212	31	150	31	33	31	150	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	123	124	125	210	212	210	212	210	212	210	212	210	212	150	32	30	32	150	32	212	32	30	32	30	32	30	32	30	32	30	32	30	32
31	33	210	30	210	30	210	212	31	123	124	130	121	121	121	121	121	121	121	122	212	212	31	330	338	338	331	150	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	123	124	124	124	124	124	124	124	124	124	125	210	212	30	332	339	337	342	32	212	32	30	32	30	32	30	32	30	32	30	32	30	32
31	33	210	30	210	30	210	212	31	126	127	127	127	127	127	127	127	131	124	125	31	33	31	341	340	342	31	33	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	32	90	91	92	91	92	91	93	32	30	94	95	96	30	32	90	93	30	90	91	93	30	32	30	32	30	32	30	32	30	32	30	32	30	32
31	33	210	30	210	30	210	212	31	33	120	121	121	121	121	121	121	129	124	125	212	212	31	33	31	33	31	33	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	32	30	32	123	124	132	127	127	127	127	131	124	125	210	212	30	330	338	331	30	32	212	32	30	32	30	32	30	32	30	32	30	32	30	32
31	33	210	30	210	30	210	30	210	212	123	124	125	300	33	31	33	123	124	125	212	212	330	335	339	333	150	33	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	32	30	212	123	124	125	30	32	30	32	123	124	125	210	212	332	339	339	333	30	150	212	32	30	32	30	32	30	32	30	32	30	32	30	32
31	33	210	30	210	30	210	30	210	212	123	124	130	121	121	121	121	129	124	125	212	212	332	339	337	342	150	33	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	32	30	212	126	127	127	127	127	131	124	132	127	128	210	212	341	340	342	150	30	150	212	32	30	32	30	32	30	32	30	32	30	32	30	32
31	33	210	30	210	30	210	30	210	212	31	33	31	33	31	123	124	125	31	33	212	212	31	33	31	33	31	33	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	32	30	32	212	212	182	32	30	123	124	125	30	32	210	30	212	212	212	212	212	212	30	32	30	32	30	32	30	32	30	32	30	32	30	32
31	33	210	30	210	30	210	30	210	30	210	30	183	33	31	126	127	128	212	212	30	32	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	32	30	32	30	32	183	32	30	30	33	30	210	30	210	30	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32
31	33	210	30	210	30	210	30	210	30	210	30	183	33	31	33	31	301	212	32	30	32	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	32	30	32	30	32	183	32	390	391	392	32	210	30	210	30	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32
31	33	210	30	210	30	210	30	210	30	210	30	183	33	393	394	395	33	212	32	30	32	210	212	210	212	210	212	210	212	210	212	210	212	210	30	210	30	210	30	210	30
30	32	180	180	180	180	180	180	180	180	180	180	180	32	393	394	395	32	210	212	210	212	390	391	391	391	391	391	391	391	391	391	391	392	212	32	30	32	30	32	30	32
31	33	31	33	31	33	31	33	31	33	31	33	31	33	393	394	395	33	31	33	31	33	393	394	394	394	394	394	394	394	394	394	394	395	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	32	30	32	30	32	30	32	393	394	394	391	391	391	391	391	394	394	394	397	397	397	397	397	397	394	394	395	212	32	30	32	30	32	30	32
31	33	31	181	210	30	210	30	210	30	210	30	182	33	393	394	394	394	394	394	394	394	394	394	395	33	31	33	31	33	31	393	394	395	210	30	210	30	210	30	210	30
30	32	30	184	30	32	30	32	30	32	30	32	183	32	393	394	394	397	397	397	397	397	397	397	398	32	30	32	30	32	30	393	394	395	212	32	30	32	30	32	30	32
31	33	31	184	210	30	210	30	210	30	210	30	183	33	393	394	395	33	31	33	31	33	31	33	31	33	31	33	31	33	31	393	394	395	210	30	210	30	210	30	210	30
30	32	30	184	30	32	30	32	30	32	30	32	183	32	393	394	395	32	30	32	30	32	30	32	30	32	30	32	30	32	30	393	394	395	212	32	30	32	30	32	30	32
31	33	31	184	210	30	210	30	210	30	210	30	183	33	393	394	395	33	31	33	31	33	31	33	31	33	31	33	31	33	31	396	397	398	210	30	210	30	210	30	210	30
30	32	30	184	30	32	30	32	30	32	30	32	183	32	393	394	395	90	91	92	91	92	91	92	91	92	91	92	91	92	91	92	91	93	30	32	30	32	30	32	30	32
31	33	31	184	210	30	210	30	210	30	210	30	183	33	393	394	395	33	31	33	31	33	31	33	31	33	31	33	31	33	31	150	31	150	210	30	210	30	210	30	210	30
30	32	30	184	30	32	30	32	30	32	30	32	183	32	393	394	395	32	30	32	30	32	30	32	30	32	30	32	30	32	150	32	150	32	212	32	30	32	30	32	30	32
31	33	31	184	210	30	210	30	210	30	210	30	183	33	393	394	395	33	31	33	31	180	180	180	180	180	180	180	180	180	180	180	180	180	210	30	210	30	210	30	210	30
30	32	30	180	180	180	180	180	180	180	180	180	180	32	300	394	395	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	212	32	30	32	30	32	30	32
31	33	31	33	31	33	31	390	391	391	391	391	391	391	394	394	395	33	31	33	31	33	390	391	392	33	31	33	31	33	31	390	391	392	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	393	394	394	394	394	394	394	394	394	395	32	30	32	30	32	393	394	395	32	30	32	30	32	30	393	394	395	212	32	30	32	30	32	30	32
31	33	31	33	31	33	31	396	397	397	397	397	397	397	394	394	395	33	31	33	31	33	393	394	395	33	31	33	31	33	31	393	394	395	210	30	210	30	210	30	210	30
30	32	33	32	30	32	30	32	33	32	33	32	30	32	393	394	394	391	391	391	391	391	394	394	394	391	391	391	394	391	391	394	394	395	212	32	30	32	30	32	30	32
31	33	31	33	31	33	31	33	330	338	338	331	31	33	393	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	395	210	30	210	30	210	30	210	30
30	32	30	30	32	30	32	30	341	336	339	333	30	32	393	394	394	397	397	397	397	397	394	394	394	397	397	397	397	397	397	394	394	395	212	32	30	32	30	32	30	32
31	212	212	212	212	33	31	33	31	332	339	334	331	33	393	394	395	33	31	33	31	33	393	394	395	33	150	33	150	31	33	393	394	395	210	30	210	30	210	30	210	30
30	210	212	210	212	32	212	212	30	341	340	340	342	32	393	394	395	32	30	32	30	32	393	394	395	32	30	150	30	150	30	393	394	395	212	32	30	32	30	32	30	32
31	120	121	121	122	33	210	212	31	33	31	33	31	33	393	394	395	33	31	33	31	33	393	394	395	33	150	33	150	31	33	393	394	395	210	30	210	30	210	30	210	30
30	123	124	124	125	270	271	271	271	271	272	32	30	32	393	394	395	32	30	32	30	32	393	394	395	32	33	150	33	150	33	393	394	395	212	32	30	32	30	32	30	32
31	126	131	124	125	273	274	274	274	274	275	33	31	33	393	394	394	391	391	391	391	391	394	394	394	391	391	391	391	391	391	394	394	395	210	30	210	30	210	30	210	30
30	32	126	127	128	273	274	274	274	274	275	32	30	32	393	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	395	212	32	30	32	30	32	30	32
31	33	31	33	31	273	274	274	274	274	275	33	31	33	396	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	398	210	30	210	30	210	30	210	30
91	92	91	92	93	273	274	274	274	274	275	90	91	93	30	30	30	90	91	92	91	92	91	92	91	92	91	92	91	92	91	92	91	93	30	32	30	32	30	32	30	32
31	33	31	33	31	33	31	33	31	33	31	33	31	33	301	33	31	33	31	33	150	33	150	33	150	33	31	33	150	33	150	33	150	33	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	32	120	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	122	30	32	212	32	30	32	30	32	30	32
31	33	31	33	31	33	31	33	123	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	125	31	33	210	30	210	30	210	30	210	30
212	212	212	212	212	212	212	212	126	127	127	127	127	127	127	127	131	124	124	132	127	127	127	127	127	127	127	127	127	127	127	128	30	32	212	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	212	212	212	212	212	212	212	212	123	124	124	125	31	33	31	33	31	33	31	33	31	33	31	33	31	33	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	32	30	32	30	32	30	212	123	124	124	125	212	212	212	212	212	212	212	212	212	212	212	212	212	212	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	210	30	210	30	210	30	210	212	123	124	124	125	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	32	30	32	30	32	30	212	123	124	124	125	212	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	210	30	210	30	210	30	210	212	123	124	124	125	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	32	30	32	30	32	30	212	123	124	124	125	212	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	210	212	210	212	210	212	210	212	123	124	124	125	210	212	210	212	210	212	210	212	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	32	30	32	30	32	30	32	123	124	124	125	30	32	30	32	30	150	30	150	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	31	33	31	33	31	33	31	33	123	124	124	130	121	121	121	121	121	121	121	122	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	32	30	32	30	32	212	212	126	127	127	127	127	127	127	127	131	124	124	125	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	90	91	92	91	92	93	210	212	90	91	92	91	92	93	31	33	126	127	127	128	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	150	30	32	30	150	212	212	60	60	60	60	60	60	60	60	60	60	60	60	30	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	150	33	31	33	150	33	210	212	60	60	60	60	60	60	60	60	60	60	60	60	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	150	30	32	30	150	212	212	60	60	60	60	60	60	60	60	60	60	60	60	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	150	33	31	33	150	33	210	212	60	60	60	60	60	60	60	60	60	60	60	60	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	90	91	92	91	92	93	212	212	60	60	60	60	60	60	60	60	60	60	60	60	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	31	150	31	33	31	33	210	212	31	33	120	121	121	121	121	121	121	121	121	122	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	150	32	30	32	30	32	30	32	30	32	123	124	124	132	127	127	127	127	127	128	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	31	150	31	33	31	33	31	33	31	33	126	127	127	128	60	60	60	60	60	60	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	32	30	32	30	32	30	32	30	32	30	32	30	32	60	60	60	60	60	60	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	212	212	90	91	92	91	92	93	212	212	212	212	212	212	60	60	60	60	60	60	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	210	212	30	32	30	32	30	32	210	212	210	212	210	212	60	60	60	60	60	60	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	31	33	31	33	31	33	31	33	31	33	31	120	121	122	60	60	60	60	60	60	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	32	30	120	121	121	121	121	121	121	121	129	124	125	30	32	30	150	30	150	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	31	33	31	123	124	124	132	127	127	127	127	127	127	128	31	33	150	33	150	33	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	90	93	30	94	95	95	96	32	30	90	91	92	91	92	91	92	91	92	91	93	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	31	33	31	123	124	124	130	121	121	121	121	121	121	121	121	121	121	121	121	122	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	32	30	126	127	127	127	127	127	127	127	127	127	127	127	127	131	124	124	125	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	31	33	31	33	31	33	31	33	31	33	31	33	31	33	31	33	123	124	124	125	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	32	30	32	30	32	30	32	30	32	60	60	60	60	60	60	123	124	124	125	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	212	212	212	212	212	212	212	212	212	212	60	60	60	60	60	60	123	124	124	125	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	210	212	210	212	210	212	210	212	210	212	60	60	60	60	60	60	94	95	95	96	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	31	150	31	150	31	33	31	33	31	33	60	60	60	60	60	60	123	124	124	125	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	150	32	150	32	30	32	30	32	30	32	60	60	60	60	60	60	123	124	124	125	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	120	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	129	124	124	125	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	126	127	127	127	127	127	127	127	127	131	124	124	132	127	127	127	127	127	127	128	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	90	91	92	93	31	33	31	300	91	98	95	95	97	92	91	92	91	92	91	93	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	32	60	60	60	60	60	60	60	123	124	124	125	32	30	60	60	60	60	60	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	31	33	60	60	60	60	60	60	60	126	127	127	128	33	31	60	60	60	60	60	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	212	212	60	60	60	60	60	60	60	32	150	32	30	32	30	60	60	60	60	60	150	32	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	60	60	60	60	60	60	60	150	31	33	60	60	31	60	60	60	60	60	31	150	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	180	180	180	180	180	180	180	180	180	182	60	60	181	180	180	180	180	180	180	180	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	31	33	31	33	31	33	31	33	31	183	60	60	184	33	31	33	31	33	31	33	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	32	30	32	30	32	30	32	30	212	60	60	212	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	210	30	210	30	210	30	210	30	210	212	60	60	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	32	30	32	30	32	30	32	30	212	330	331	212	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	210	212	210	212	210	212	210	212	210	212	332	333	210	212	210	212	210	212	210	212	210	30	210	30	210	30	210	30	210	30	210	30	210	30
